Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Depth (cm),Diameter (cm),Height (cm),Length (cm),Width (cm)
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1928,"Wool, cotton, and metal thread","6 x 5 7/8"" (15.2 x 14.9 cm)",Phyllis B. Lambert Fund,76.1958.14,Design,Architecture & Design,19/02/1958,Y,2008,http://www.moma.org/collection/works/2008,http://www.moma.org/media/W1siZiIsIjE0NDQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c33a9c0f49513f5e,,,,15.2,14.9
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1928,Wool and cotton,"6 3/8 x 6"" (16.2 x 15.2 cm)",Phyllis B. Lambert Fund,76.1958.15,Design,Architecture & Design,19/02/1958,Y,2009,http://www.moma.org/collection/works/2009,http://www.moma.org/media/W1siZiIsIjE0NDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=64e3a5d9010e6f71,,,,16.1925,15.24
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1928,"Wool, cotton, and rayon","5 x 5 1/2"" (12.7 x 14 cm)",Phyllis B. Lambert Fund,76.1958.16,Design,Architecture & Design,19/02/1958,Y,2010,http://www.moma.org/collection/works/2010,http://www.moma.org/media/W1siZiIsIjE0NDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3b00d2f2e7470f3e,,,,12.7,14
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,c. 1925,Wool and Eisengarn,"7 3/8 x 4 13/16"" (18.7 x 12.2 cm)",Phyllis B. Lambert Fund,76.1958.17,Design,Architecture & Design,19/02/1958,Y,2011,http://www.moma.org/collection/works/2011,http://www.moma.org/media/W1siZiIsIjE0NDciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e4c9925f2d0b5d7e,,,,18.7,12.2
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,c. 1925,Mercerized cotton and Eisengarn,"6 1/8 x 4 5/8"" (15.6 x 11.7 cm)",Phyllis B. Lambert Fund,76.1958.18,Design,Architecture & Design,19/02/1958,Y,2012,http://www.moma.org/collection/works/2012,http://www.moma.org/media/W1siZiIsIjE0NDgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f6c404b0b02ba1ee,,,,15.5575,11.7475
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,c. 1925,Cotton and Eisengarn,"6 3/4 x 2 3/8"" (17.1 x 6 cm)",Phyllis B. Lambert Fund,76.1958.19,Design,Architecture & Design,19/02/1958,Y,2013,http://www.moma.org/collection/works/2013,http://www.moma.org/media/W1siZiIsIjE0NDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=2b41ed573f65823f,,,,17.145,6.0325
Upholstery Material,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,c. 1926,"Rayon, cellophane, and cotton","12 7/8 x 12 1/2"" (32.7 x 31.7 cm)",Phyllis B. Lambert Fund,76.1958.2,Design,Architecture & Design,19/02/1958,Y,2014,http://www.moma.org/collection/works/2014,http://www.moma.org/media/W1siZiIsIjIyNjQxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e00df50e39cf389c,,,,32.7026,31.7
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,c. 1925,Mercerized cotton and Eisengarn,"4 1/8 x 2 3/4"" (10.5 x 7 cm)",Phyllis B. Lambert Fund,76.1958.20,Design,Architecture & Design,19/02/1958,Y,2015,http://www.moma.org/collection/works/2015,http://www.moma.org/media/W1siZiIsIjIyNjQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49d58737c3e4964f,,,,10.4775,6.985
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,c. 1925,Mercerized cotton and Eisengarn,"4 5/8 x 2 9/16"" (11.8 x 6.5 cm)",Phyllis B. Lambert Fund,76.1958.21,Design,Architecture & Design,19/02/1958,Y,2016,http://www.moma.org/collection/works/2016,http://www.moma.org/media/W1siZiIsIjIyNjQwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f71ce0a429f5a76c,,,,11.8,6.5088
Tablecloth material,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1923�1928,Cotton and mercerized cotton,"13 x 8 1/2"" (33 x 21.6 cm)",Phyllis B. Lambert Fund,76.1958.3,Design,Architecture & Design,19/02/1958,Y,2017,http://www.moma.org/collection/works/2017,http://www.moma.org/media/W1siZiIsIjE0NTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4754aa8615d19dca,,,,33,21.6
Upholstery fabric for tubular steel chairs,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1923�1928,"Cotton, wool, and horsehair","13 1/2 x 8"" (34.3 x 20.3 cm)",Phyllis B. Lambert Fund,76.1958.4,Design,Architecture & Design,19/02/1958,Y,2018,http://www.moma.org/collection/works/2018,http://www.moma.org/media/W1siZiIsIjE0NTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=16ebeefcfee52f26,,,,34.2901,20.32
Reversible Drapery Material,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1923-28,"Wool, rayon, and cotton","18 x 9 1/2"" (45.7 x 24.1 cm)",Phyllis B. Lambert Fund,76.1958.5,Design,Architecture & Design,19/02/1958,Y,2019,http://www.moma.org/collection/works/2019,http://www.moma.org/media/W1siZiIsIjIyNjQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=659a324c7fe028a5,,,,45.7201,24.13
Suit Material,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1925,"Wool, silk, and cotton","9 1/4 x 6"" (23.5 x 15.2 cm)",Phyllis B. Lambert Fund,76.1958.6,Design,Architecture & Design,19/02/1958,Y,2020,http://www.moma.org/collection/works/2020,http://www.moma.org/media/W1siZiIsIjIxMDE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ecb6cf9fbfa7a650,,,,23.495,15.24
Reversible Coat Material,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1926-27,"Wool, silk, and cotton","8 x 5 1/8"" (20.3 x 13 cm)",Phyllis B. Lambert Fund,76.1958.7,Design,Architecture & Design,19/02/1958,Y,2021,http://www.moma.org/collection/works/2021,http://www.moma.org/media/W1siZiIsIjE0NTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1ac645a877c851f7,,,,20.3,13
Reversible Coat Material,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1923-28,"Silk, wool, and cotton","7 5/8 x 6 1/4"" (19.4 x 15.9 cm)",Phyllis B. Lambert Fund,76.1958.8,Design,Architecture & Design,19/02/1958,Y,2022,http://www.moma.org/collection/works/2022,http://www.moma.org/media/W1siZiIsIjE0NjAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0b7bfb1edeab10bc,,,,19.3675,15.875
Reversible Coat Material,Gunta St�lzl,5675,"Swiss, born Germany. 1897�1983",Swiss,1897-01-01T00:00:00Z,1983-01-01T00:00:00Z,Female,1923-28,Wool and cotton,"8 1/8 x 8 1/8"" (20.6 x 20.6 cm)",Phyllis B. Lambert Fund,76.1958.9,Design,Architecture & Design,19/02/1958,Y,2023,http://www.moma.org/collection/works/2023,http://www.moma.org/media/W1siZiIsIjE0NjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=db6a6b82e39558cc,,,,20.6,20.6
Brickyard,Keiji Otani,8422,"Japanese, born 1967",Japanese,1967-01-01T00:00:00Z,0,Male,1997,Nylon and polyurethane,"188 x 40"" (477.5 x 101.6 cm)",Gift of the manufacturer,77.2,Design,Architecture & Design,19/01/2000,Y,2025,http://www.moma.org/collection/works/2025,http://www.moma.org/media/W1siZiIsIjgwNjk2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2d5655ee233e2645,,,,477.521,101.6002
Vases,Frank Graham Holmes,2709,"American, 1878�1954",American,1878-01-01T00:00:00Z,1954-01-01T00:00:00Z,Male,1908,Glazed porcelain,".1: 10 1/4 x 3 1/8"" (26.1 x 8 cm)
.2: 8 x 2 3/8"" (20.3 x 6 cm)",Gift of the manufacturer,77.1946.1-2,Design,Architecture & Design,07/05/1946,Y,2026,http://www.moma.org/collection/works/2026,http://www.moma.org/media/W1siZiIsIjIyNjQxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=47d2e9113c822043,,8,26.1,,
Vase,Flavio Poli,4669,"Italian, 1900�1984",Italian,1900-01-01T00:00:00Z,1984-01-01T00:00:00Z,Male,1954,Glass,"h. 13 1/2"" (34.3 cm)",Phyllis B. Lambert Fund,77.1958,Design,Architecture & Design,19/02/1958,Y,2028,http://www.moma.org/collection/works/2028,http://www.moma.org/media/W1siZiIsIjIyNjQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6d69f2e04a113467,,,34.2901,,
Triaxial Fabric,"Sakase Adtech Co., Fukui, Japan",9581,,Japanese,0,0,,1991,Carbon fiber,"161 1/4 x 63 1/2"" (409.6 x 161.3 cm)",Gift of the manufacturer,78.2,Design,Architecture & Design,19/01/2000,Y,2030,http://www.moma.org/collection/works/2030,,,,,409.5758,161.2903
Mat,"Klearflax Linen Looms, Julius Barnes","7340, 8709",American,American ,(0) (0),(0) (0),,c. 1930-40,Linen,"l. 24 x w. 18"" (l. 61 x w. 45.7 cm)",Given anonymously,484.1975,Design,Architecture & Design,,Y,2033,http://www.moma.org/collection/works/2033,,,,,61,45.7201
Moss Temple,Reiko Sudo,7045,"Japanese, born 1953",Japanese,1953-01-01T00:00:00Z,0,Female,1997,Rayon and polyester,"129 x 39"" (327.7 x 99.1 cm)",Gift of the manufacturer,79.2,Design,Architecture & Design,19/01/2000,Y,2034,http://www.moma.org/collection/works/2034,,,,,327.6607,99.0602
Folding Screen,"Charles Eames, Ray Eames","1671, 1672","American, 1907�1978 American, 1912�1988",American American,(1907) (1912),(1978) (1988),Male,1946,Molded calico ash plywood and canvas,"h. 68"" (172.7 cm)",Gift of Herman Miller Furniture Co.,79.1948,Design,Architecture & Design,17/03/1948,Y,2035,http://www.moma.org/collection/works/2035,http://www.moma.org/media/W1siZiIsIjIyNjQxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9be3d14c1ce428f,,,172.7203,,
Casement Cloth,Ellen Siegel,7360,American,American,0,0,Female,1956,Saran,"42 x 50 1/2"" (106.7 x 128.2 cm)",Given anonymously,505.1975,Design,Architecture & Design,,Y,2036,http://www.moma.org/collection/works/2036,,,,,106.7,128.2
Patched Paper,Reiko Sudo,7045,"Japanese, born 1953",Japanese,1953-01-01T00:00:00Z,0,Female,1997,Polyester and Mino washi paper,"w. 44 1/16"" (111.9 cm)",Gift of the manufacturer,80.2,Design,Architecture & Design,19/01/2000,Y,2037,http://www.moma.org/collection/works/2037,,,,,,111.9
Side Chair (model DCM),"Charles Eames, Ray Eames","1671, 1672","American, 1907�1978 American, 1912�1988",American American,(1907) (1912),(1978) (1988),Male,1946,"Molded ash plywood, steel rod, and rubber shockmounts","29 x 19 1/2 x 22 5/8"" (73.7 x 49.5 x 57.5 cm)",Gift of Herman Miller Furniture Co.,80.1948,Design,Architecture & Design,17/03/1948,Y,2038,http://www.moma.org/collection/works/2038,http://www.moma.org/media/W1siZiIsIjIyNjQyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a351a973750f04b3,57.4676,,73.6601,,49.5301
Wall textile,Dorothy Liebes,7344,"American, 1899�1972",American,1899-01-01T00:00:00Z,1972-01-01T00:00:00Z,Female,c. 1930-47,Jute and wool,"7 x 5 1/4"" (17.8 x 13.3 cm)",Gift of the designer,491.1975,Design,Architecture & Design,,Y,2039,http://www.moma.org/collection/works/2039,,,,17.78,,13.335
Shutter,Reiko Sudo,7045,"Japanese, born 1953",Japanese,1953-01-01T00:00:00Z,0,Female,1997,Nylon,"l. 16' 2"" x w. 31 1/2"" (l. 492.8 x w. 80 cm)",Gift of the manufacturer,81.2,Design,Architecture & Design,19/01/2000,Y,2040,http://www.moma.org/collection/works/2040,http://www.moma.org/media/W1siZiIsIjY2NzczIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3d07f3bf85b198d3,,,,492.761,80.0102
Cocktail Shaker,W. Archibald Welden,6304,"American, 1900�1970",American,1900-01-01T00:00:00Z,1970-01-01T00:00:00Z,Male,c. 1938,Chrome-plated metal,"11 x 3"" (27.9 x 7.6 cm)
",Gift of the manufacturer,81.1946.a-c,Design,Architecture & Design,18/11/1985,Y,2041,http://www.moma.org/collection/works/2041,http://www.moma.org/media/W1siZiIsIjIyNjQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=63087d055d3b0b20,,7.62,27.9,,
Upholstery textile,Dorothy Liebes,7344,"American, 1899�1972",American,1899-01-01T00:00:00Z,1972-01-01T00:00:00Z,Female,c. 1930-47,"Cotton, rayon, jute, and wool eiderdown","9 x 7"" (22.9 x 17.8 cm)",Gift of the designer,492.1975,Design,Architecture & Design,,N,2043,,,,,,22.86004572,17.78003556
Harmony,"Urase Co., Ltd., Fukui, Japan",9585,Japanese,Japanese,0,0,,1997,Polyester,"w. 40"" (101.6 cm)",Gift of the manufacturer,82.2,Design,Architecture & Design,19/01/2000,N,2044,,,,,,,101.6
Child's chair,"Ray Eames, Charles Eames","1672, 1671","American, 1912�1988 American, 1907�1978",American American,(1912) (1907),(1988) (1978),Female,c. 1944,Stained molded plywood,"14 1/2 x 14 1/2 x 11"" (36.8 x 36.8 x 27.9 cm)",Gift of Herman Miller Furniture Co.,82.1948,Design,Architecture & Design,17/03/1948,Y,2046,http://www.moma.org/collection/works/2046,http://www.moma.org/media/W1siZiIsIjIyNjQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d08489e853483292,27.9401,,36.8301,,36.8301
Fish,Dora Jung,2953,"Finnish, 1906�1980",Finnish,1906-01-01T00:00:00Z,1980-01-01T00:00:00Z,Female,c. 1969,Satin damask,"20 x 12 3/4"" (50.8 x 32.4 cm)",Given anonymously,483.1975,Design,Architecture & Design,,Y,2047,http://www.moma.org/collection/works/2047,,,,,50.8001,32.3851
Iridescent Satin,Koichi Yoshimura,7505,"Japanese, born 1940",Japanese,1940-01-01T00:00:00Z,0,Male,1994,Polyester monofilament and cotton,"w. 44"" (111.8 cm)",Gift of the manufacturer,83.2,Design,Architecture & Design,19/01/2000,Y,2048,http://www.moma.org/collection/works/2048,http://www.moma.org/media/W1siZiIsIjU5NTcyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=24f433d9a6441325,,,,,111.8
Plate,Harold Elberg,1711,American,American,0,0,Male,1946,Enameled copper,"1/2 x 5 1/2"" (1.3 x 14 cm)",Gift of the manufacturer,83.1948,Design,Architecture & Design,17/03/1948,Y,2049,http://www.moma.org/collection/works/2049,http://www.moma.org/media/W1siZiIsIjIyNjQzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d6ae1d9f5098f968,,14,1.3,,
Multi-Colored Minime,Sheila Hicks,2631,"American, born 1934",American,1934-01-01T00:00:00Z,0,Female,c. 1962,Hand-woven wool,"10 1/2 x 11 1/2"" (26.7 x 29.2 cm)",Given anonymously,479.1975,Design,Architecture & Design,,Y,2050,http://www.moma.org/collection/works/2050,,,,,26.6701,29.2101
Blue Mirror Cloth with Wrinkles,"Koichi Yoshimura, Reiko Sudo","7505, 7045","Japanese, born 1940 Japanese, born 1953",Japanese Japanese,(1940) (1953),(0) (0),Male,1995,Polyester and polyester monofilament,"w. 43"" (109.2 cm)",Gift of the manufacturers,84.2,Design,Architecture & Design,19/01/2000,Y,2051,http://www.moma.org/collection/works/2051,http://www.moma.org/media/W1siZiIsIjU5NTczIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2c1033b29738c5d8,,,,,109.2
Ashtray,Carlo Scarpa,5197,"Italian, 1906�1978",Italian,1906-01-01T00:00:00Z,1978-01-01T00:00:00Z,Male,1935,Glass,"2 7/8 x 5 1/8"" (7.3 x 13 cm)","Gift of Edgar Kaufmann, Jr.",84.1946,Design,Architecture & Design,07/05/1946,Y,2052,http://www.moma.org/collection/works/2052,http://www.moma.org/media/W1siZiIsIjIyNjQzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bcdf087042a0348b,,13.01752604,7.3,,
Plate,Harold Elberg,1711,American,American,0,0,Male,1946,Enameled copper,"15/16 x 8 1/8"" (2.4 x 20.6 cm)",Gift of the manufacturer,84.1948,Design,Architecture & Design,17/03/1948,Y,2053,http://www.moma.org/collection/works/2053,http://www.moma.org/media/W1siZiIsIjIyNjQzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5fd42212765114a0,,20.6,2.4,,
Badagara Cloth,Sheila Hicks,2631,"American, born 1934",American,1934-01-01T00:00:00Z,0,Female,1965,Cotton,"16 x 17"" (40.6 x 43.2 cm)",Given anonymously,481.1975.1,Design,Architecture & Design,,Y,2054,http://www.moma.org/collection/works/2054,,,,,40.6401,43.1801
Badagara Cloth,Sheila Hicks,2631,"American, born 1934",American,1934-01-01T00:00:00Z,0,Female,1965,Cotton,"14 1/2 x 17"" (36.8 x 43.2 cm)",Given anonymously,481.1975.2,Design,Architecture & Design,,Y,2055,http://www.moma.org/collection/works/2055,,,,,36.8301,43.1801
Plate,Harold Elberg,1711,American,American,0,0,Male,1946,Enameled copper,"13/16 x 8 3/16"" (2.1 x 20.8 cm)",Gift of the manufacturer,85.1948,Design,Architecture & Design,17/03/1948,Y,2057,http://www.moma.org/collection/works/2057,http://www.moma.org/media/W1siZiIsIjIyNjQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=97d064d23830150b,,20.8,2.1,,
Kerala Cloth,Sheila Hicks,2631,"American, born 1934",American,1934-01-01T00:00:00Z,0,Female,1965,Cotton,"13 1/4 x 19"" (33.7 x 48.3 cm)",Given anonymously,482.1975,Design,Architecture & Design,,Y,2058,http://www.moma.org/collection/works/2058,,,,,33.6551,48.2601
Pitcher,Silverman,5434,American,American,0,0,,Before 1946,Pottery with white glaze,"h. 6 3/4"" (17.2 cm)",Gift of Eva Zeisel,86.1946,Design,Architecture & Design,07/05/1946,Y,2059,http://www.moma.org/collection/works/2059,http://www.moma.org/media/W1siZiIsIjIyNjQ0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=65ddc08a1170bb6c,,,17.2,,
Plate,Harold Elberg,1711,American,American,0,0,Male,1946,Enameled copper,"5/8 x 5 9/16"" (1.6 x 14.1 cm)",Gift of Philip Johnson,86.1948,Design,Architecture & Design,17/03/1948,Y,2060,http://www.moma.org/collection/works/2060,http://www.moma.org/media/W1siZiIsIjIxMDIxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5762fe19e4a2b6f6,,14.1,1.6,,
Wall-Hanging,Sheila Hicks,2631,"American, born 1934",American,1934-01-01T00:00:00Z,0,Female,c. 1962,Wool,"38 1/2 x 42"" (97.8 x 106.7 cm)",Given anonymously,480.1975,Design,Architecture & Design,,Y,2061,http://www.moma.org/collection/works/2061,http://www.moma.org/media/W1siZiIsIjI4MzIyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=585581b3bb1015ec,,,97.7902,106.6802,
Vase,Frances Felten,1844,"American, 1905�1976",American,1905-01-01T00:00:00Z,1976-01-01T00:00:00Z,Female,c. 1939,Hand-wrought pewter,"3 3/4 x 4 1/2"" (9.5 x 11.4 cm)","Gift of Rena Rosenthal, Inc.",87.1948,Design,Architecture & Design,17/03/1948,Y,2063,http://www.moma.org/collection/works/2063,http://www.moma.org/media/W1siZiIsIjU5ODc2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=dd1888eab52c6a8b,,11.4,9.5,,
Bowl,Louis Comfort Tiffany,5876,"American, 1848�1933",American,1848-01-01T00:00:00Z,1933-01-01T00:00:00Z,Male,1921,Favrile glass,"3 3/4 x 5 3/4"" (9.5 x 14.6 cm)",Phyllis B. Lambert Fund,87.1957,Design,Architecture & Design,15/05/1957,Y,2064,http://www.moma.org/collection/works/2064,http://www.moma.org/media/W1siZiIsIjIyNjQ1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f2e64fa3a3a4da2e,,14.6,9.5,,
Beer Glasses,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,Before 1946,Glass,"Each: 8 1/2 x 2 13/16"" (21.6 x 7.1 cm)",Purchase,88.1946.1-3,Design,Architecture & Design,07/05/1946,Y,2065,http://www.moma.org/collection/works/2065,http://www.moma.org/media/W1siZiIsIjIxMDIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78dd2304816ee450,,7.1438,21.59,,
Dish,Frances Felten,1844,"American, 1905�1976",American,1905-01-01T00:00:00Z,1976-01-01T00:00:00Z,Female,c. 1939,Hand-wrought pewter,"3/4 x 6 11/16 x 4 3/4"" (1.9 x 17 x 12.1 cm)","Gift of Rena Rosenthal, Inc.",88.1948,Design,Architecture & Design,17/03/1948,Y,2066,http://www.moma.org/collection/works/2066,http://www.moma.org/media/W1siZiIsIjIyNjQ1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8f8bd9150d16b0b,12.065,,1.905,,16.9863
Little River Wall Hanging,Lenore Tawney,5814,"American, 1907�2007",American,1907-01-01T00:00:00Z,2007-01-01T00:00:00Z,Female,1968,Linen,"91 1/2 x 21"" (232.4 x 53.3 cm)",Gift of the designer,512.1975,Design,Architecture & Design,,Y,2067,http://www.moma.org/collection/works/2067,,,,232.4105,,53.3401
Highball Glasses,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,Before 1946,Glass,"Each: 5 1/2 x 2 13/16"" (14 x 7.1 cm)",Purchase,89.1946.1-2,Design,Architecture & Design,07/05/1946,Y,2068,http://www.moma.org/collection/works/2068,http://www.moma.org/media/W1siZiIsIjIxMDIyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7125b8af260b5bbe,,7.1438,13.97,,
Vase,Louis Comfort Tiffany,5876,"American, 1848�1933",American,1848-01-01T00:00:00Z,1933-01-01T00:00:00Z,Male,1902,Favrile glass,"4 1/2 x 3"" (11.4 x 7.6 cm)",Phyllis B. Lambert Fund,89.1957,Design,Architecture & Design,15/05/1957,Y,2069,http://www.moma.org/collection/works/2069,http://www.moma.org/media/W1siZiIsIjIyNjQ1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a1531eaac244745e,,7.6,11.4,,
Tumblers,Unknown Designer,6011,Nationality unknown,Nationality unknown,0,0,,Before 1946,Glass,"Each: 5 1/16 x 2 11/16"" (12.9 x 6.8 cm)",Purchase,90.1946.1-2,Design,Architecture & Design,07/05/1946,Y,2070,http://www.moma.org/collection/works/2070,http://www.moma.org/media/W1siZiIsIjIxMDIyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=77c183141c84a790,,6.8263,12.8588,,
Vase,Emile Gall�,2058,"French, 1846�1904",French,1846-01-01T00:00:00Z,1904-01-01T00:00:00Z,Male,c. 1900,Glass,"h. 9 1/2"" (24.1 cm) (approx.)","Edgar Kaufmann, Jr. Fund",90.1948,Design,Architecture & Design,17/03/1948,Y,2071,http://www.moma.org/collection/works/2071,http://www.moma.org/media/W1siZiIsIjIyODA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c3061ea17077ac9,,,24.1,,
